City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lake Charles,30.21,-93.2,68.0,77,5,5.1,US,1605234162
Marabba,12.35,32.18,77.23,22,0,12.17,SD,1605234215
Krasnogorsk,55.82,37.32,37.0,100,90,4.47,RU,1605234215
Novyy Oskol,50.76,37.87,30.43,93,0,2.24,RU,1605234216
Bloomington,44.84,-93.3,25.0,68,90,11.41,US,1605234056
Kikwit,-5.04,18.82,68.83,98,100,2.95,CD,1605234216
Kosh-Agach,50.0,88.67,20.12,88,62,2.48,RU,1605234217
Muzhi,65.37,64.67,-1.5,93,93,5.59,RU,1605234217
Noumea,-22.28,166.46,86.0,58,75,9.17,NC,1605233943
Anloga,5.79,0.9,78.8,88,20,4.7,GH,1605234218
Korem,12.51,39.52,45.84,88,86,3.42,ET,1605234218
Lhokseumawe,5.18,97.15,82.67,74,100,3.18,ID,1605233981
Verkhotur'ye,58.86,60.81,21.04,95,100,11.1,RU,1605234220
Brazzaville,-4.27,15.28,75.2,83,20,3.36,CG,1605234029
Praia da Vitória,38.73,-27.07,57.2,93,40,4.72,PT,1605234220
Opuwo,-18.06,13.84,70.09,66,100,2.21,NA,1605234221
Mindyak,54.02,58.79,23.0,79,90,13.42,RU,1605234221
Bintulu,3.17,113.03,86.0,79,20,5.82,MY,1605233979
Liverpool,53.41,-2.98,52.0,87,100,13.87,GB,1605234222
Berlevåg,70.86,29.09,37.92,81,100,15.41,NO,1605234222
Palauig,15.44,119.9,86.13,68,100,10.25,PH,1605234223
Shizunai-furukawachō,42.33,142.37,51.39,73,100,9.17,JP,1605234203
Jaciara,-15.97,-54.97,71.22,89,42,0.78,BR,1605234224
Ust-Tsilma,65.44,52.15,15.93,94,0,2.15,RU,1605234224
Severo-Yeniseyskiy,60.37,93.04,13.32,97,100,0.51,RU,1605233955
Porto-Novo,6.5,2.6,78.21,87,1,3.67,BJ,1605234225
Betioky,-23.72,44.38,66.45,83,0,7.18,MG,1605234225
Isla Mujeres,21.23,-86.73,78.8,94,75,4.7,MX,1605234226
Mandalgovi,45.76,106.27,32.54,74,100,6.85,MN,1605234226
Santa Rosalía,27.32,-112.28,61.45,68,48,1.19,MX,1605234226
Saraland,30.82,-88.07,62.01,93,1,4.12,US,1605234011
Naryan-Mar,67.67,53.09,15.67,96,0,4.68,RU,1605234227
Sarkand,45.41,79.92,33.48,91,100,2.01,KZ,1605234228
Brigantine,39.41,-74.36,53.01,93,90,6.93,US,1605234228
Baykit,61.67,96.37,11.3,93,100,1.95,RU,1605234229
Orangeburg,33.49,-80.86,66.99,100,90,5.82,US,1605234229
Thompson,55.74,-97.86,-16.6,82,5,2.24,CA,1605234229
Wajir,1.75,40.06,76.84,79,0,10.76,KE,1605234230
Calama,-22.47,-68.93,53.6,17,0,5.82,CL,1605234230
Cururupu,-1.83,-44.87,76.64,92,76,2.89,BR,1605234231
Lavrentiya,65.58,-171.0,27.01,93,100,22.82,RU,1605234231
Gualdo Tadino,43.23,12.78,48.0,96,0,1.74,IT,1605234232
Paita,-5.09,-81.11,63.25,88,60,11.61,PE,1605233997
Puerto Escondido,15.85,-97.07,80.6,74,75,3.36,MX,1605234232
Dera Ghazi Khan,30.06,70.63,60.22,33,0,1.61,PK,1605234233
Lastoursville,-0.81,12.73,72.03,94,100,2.06,GA,1605234233
Penzance,50.12,-5.54,53.6,93,78,21.92,GB,1605233969
Kachug,53.96,105.88,25.5,90,100,2.44,RU,1605234234
Alofi,-19.06,-169.92,84.2,66,40,12.75,NU,1605233960
Lüderitz,-26.65,15.16,60.21,78,0,14.18,NA,1605234235
Emerald,-23.53,148.17,91.4,29,0,13.87,AU,1605234236
Kaniama,-7.57,24.18,65.03,96,100,3.33,CD,1605234236
Talnakh,69.49,88.4,-9.4,76,0,17.9,RU,1605234236
Seymchan,62.88,152.43,-11.51,87,91,1.81,RU,1605234237
Iquitos,-3.75,-73.25,77.0,94,75,2.24,PE,1605234237
Saint-François,46.42,3.91,48.99,93,0,2.24,FR,1605233967
Qaanaaq,77.48,-69.36,10.56,80,100,9.04,GL,1605234238
Natal,-5.79,-35.21,78.8,78,40,13.87,BR,1605234144
Tres Arroyos,-38.37,-60.28,58.89,94,4,9.48,AR,1605234239
Hualmay,-11.1,-77.61,62.51,87,65,7.49,PE,1605234239
Vila Franca do Campo,37.72,-25.43,60.8,72,40,8.05,PT,1605234240
Aklavik,68.22,-135.01,-2.2,84,100,8.05,CA,1605234230
Santa Lucía,27.91,-15.54,69.8,88,40,2.24,ES,1605234240
Rieti,42.41,12.86,48.99,86,0,4.7,IT,1605234241
Superior,46.72,-92.1,26.6,73,90,9.17,US,1605234241
Luz,-19.8,-45.69,71.85,82,64,3.98,BR,1605234242
Līsakovsk,52.54,62.49,25.38,90,99,16.51,KZ,1605234242
Arlit,18.74,7.39,69.22,25,63,7.92,NE,1605234242
Shingū,33.73,135.98,69.8,64,75,6.93,JP,1605234243
Dubovka,49.06,44.83,24.8,79,0,6.71,RU,1605234244
Saldus,56.66,22.49,43.0,73,100,5.01,LV,1605234245
Vila,42.03,-8.16,48.0,93,85,2.82,PT,1605234245
Mount Gambier,-37.83,140.77,60.8,72,75,16.11,AU,1605234246
Labuhan,-6.88,112.21,87.4,64,81,5.77,ID,1605234247
Kudahuvadhoo,2.67,72.89,82.8,72,100,7.11,MV,1605234248
Melfi,41.0,15.65,48.0,98,100,2.93,IT,1605234248
Arman',59.7,150.17,9.37,86,1,6.91,RU,1605234249
General Roca,-39.03,-67.58,69.8,46,0,6.93,AR,1605234249
Urucará,-2.54,-57.76,82.38,67,85,1.34,BR,1605234250
Waipawa,-41.41,175.52,63.0,67,41,24.16,NZ,1605234250
Cockburn Town,21.46,-71.14,81.77,75,90,25.23,TC,1605234250
Praia,14.92,-23.51,77.0,78,0,12.75,CV,1605234251
Sterling,39.01,-77.43,50.0,66,90,11.41,US,1605234251
Rudnogorsk,57.26,103.75,22.8,96,100,2.21,RU,1605234252
College,64.86,-147.8,12.0,77,40,1.5,US,1605234252
Zhezkazgan,47.8,67.71,19.4,92,90,8.95,KZ,1605234241
Shelburne,44.08,-80.2,35.01,67,66,5.01,CA,1605234253
San Vicente,-26.62,-54.13,63.68,92,0,2.35,AR,1605234253
New Waterford,40.85,-80.61,42.8,81,1,3.89,US,1605234254
Bāgli,22.65,76.35,60.8,77,20,4.7,IN,1605234254
Riacho de Santana,-13.61,-42.94,72.36,71,45,4.56,BR,1605234255
Semey,50.41,80.23,24.8,73,75,8.95,KZ,1605234256
Tsimmerbude,54.67,20.13,41.0,93,90,8.95,RU,1605233959
Yuci,37.68,112.73,53.6,20,0,8.95,CN,1605234257
Gimli,50.63,-96.99,14.0,78,6,3.36,CA,1605234257
Rocha,-34.48,-54.33,58.71,96,15,3.69,UY,1605233989
Bonthe,7.53,-12.51,78.76,86,0,3.27,SL,1605234258
Necochea,-38.55,-58.74,64.99,85,0,8.01,AR,1605234258
Codrington,-38.27,141.97,57.94,85,99,12.88,AU,1605233960
Freeport,40.66,-73.58,48.99,87,90,6.93,US,1605234063
Inhambane,-23.86,35.38,66.51,76,0,7.72,MZ,1605234249
Ixtapa,20.7,-105.2,78.8,74,5,8.05,MX,1605233983
Quatre Cocos,-20.21,57.76,75.0,94,40,6.93,MU,1605234260
Sines Municipality,37.96,-8.87,61.0,82,100,5.01,PT,1605234261
Carupano,10.67,-63.26,79.36,86,76,10.83,VE,1605234261
Il’inskiy,55.62,38.12,37.4,86,75,2.24,RU,1605234262
Kichera,55.94,110.1,24.96,89,69,2.04,RU,1605234262
Soller,39.77,2.72,57.99,87,100,6.93,ES,1605234262
Biak,-0.91,122.88,86.16,62,2,1.59,ID,1605234263
Canto do Buriti,-8.11,-42.94,77.56,61,0,1.59,BR,1605234263
Pacific Grove,36.62,-121.92,52.0,76,1,4.7,US,1605234264
Santa Isabel Rio Negro,-0.41,-65.02,75.2,94,100,0.76,BR,1605234264
Pyapon,16.28,95.68,79.18,83,14,8.14,MM,1605234264
Padang,-0.95,100.35,84.7,63,90,1.77,ID,1605234265
Boyuibe,-20.42,-63.28,68.52,89,31,3.29,BO,1605234265
Lamar,33.67,-95.58,62.01,63,20,8.05,US,1605234266
Mangan,27.52,88.53,70.7,22,0,3.22,IN,1605234266
Suntar,62.14,117.63,23.79,95,84,8.23,RU,1605234266
Isangel,-19.55,169.27,81.28,67,100,4.45,VU,1605234267
Copiapó,-27.37,-70.33,59.0,72,0,6.93,CL,1605234267
Rio Grande,-32.03,-52.1,66.99,95,50,7.07,BR,1605234268
Bagacay,12.98,124.14,83.32,76,21,7.58,PH,1605234268
Obigarm,38.72,69.71,41.04,80,100,5.57,TJ,1605234269
Port Lincoln,-34.73,135.87,58.78,62,99,11.52,AU,1605234269
Vila Velha,-20.33,-40.29,77.0,78,75,5.82,BR,1605234269
Le Port,-20.94,55.29,69.8,73,0,6.93,RE,1605234022
Huarmey,-10.07,-78.15,62.83,86,47,7.72,PE,1605234270
Terrace Bay,48.78,-87.1,35.6,74,100,3.36,CA,1605234270
Contepec,20.02,-100.12,68.0,45,40,8.05,MX,1605234271
Chapais,49.78,-74.85,32.0,96,40,8.05,CA,1605234271
Vitim,59.45,112.56,24.01,96,100,7.0,RU,1605234001
Denizli Province,37.84,29.07,33.8,86,0,0.49,TR,1605234272
Barcelona,41.39,2.16,55.99,87,20,9.17,ES,1605234253
Nanortalik,60.14,-45.24,29.66,87,99,10.02,GL,1605234273
Rudnaya Pristan',44.36,135.81,44.04,60,0,13.76,RU,1605234273
Kirakira,-10.45,161.92,85.28,72,30,6.26,SB,1605234274
Jumla,29.27,82.18,48.18,38,0,4.32,NP,1605234274
Barcelos,41.54,-8.62,57.2,76,0,10.29,PT,1605233975
Ténenkou,14.46,-4.92,74.16,19,0,11.86,ML,1605234275
Tucuruí,-3.77,-49.67,78.44,79,9,1.1,BR,1605234156
Micheweni,-4.97,39.83,78.6,83,54,6.38,TZ,1605234276
Kumul,42.8,93.45,44.37,49,37,5.44,CN,1605233997
Boyabat,41.47,34.77,41.34,71,0,1.19,TR,1605234276
Jalu,29.03,21.55,63.46,68,34,6.85,LY,1605234277
La Rioja,42.25,-2.5,48.2,100,90,4.7,ES,1605234050
Sakakah,29.97,40.21,57.2,87,0,3.78,SA,1605234118
Prince Rupert,54.32,-130.32,41.0,93,90,12.75,CA,1605234278
Bétaré Oya,5.6,14.08,67.91,69,13,2.37,CM,1605234278
Bada,51.39,109.87,30.74,86,1,3.06,RU,1605234279
Mitchell,43.71,-98.03,24.8,79,1,5.82,US,1605234279
Nola,40.92,14.53,57.0,93,40,1.12,IT,1605234279
Severo-Kuril'sk,50.68,156.12,39.81,81,100,6.44,RU,1605234194
Zemio,5.03,25.14,68.29,74,72,1.61,CF,1605234280
Praia,14.92,-23.51,77.0,78,0,12.75,CV,1605234281
Pisco,-13.7,-76.22,64.4,88,0,13.87,PE,1605234098
Carauari,-4.88,-66.9,75.83,93,91,1.79,BR,1605234281
Malumfashi,11.79,7.62,69.13,27,0,8.48,NG,1605234282
Hofn,64.25,-15.21,44.13,81,54,6.55,IS,1605234282
Sept-Îles,50.2,-66.38,35.01,69,40,6.93,CA,1605234001
Finnsnes,69.23,17.98,32.0,78,100,18.34,NO,1605234283
Ruza,55.7,36.2,33.8,97,90,4.47,RU,1605234188
Katete,-0.78,29.75,59.23,95,0,2.91,UG,1605234284
Port Hawkesbury,45.62,-61.35,46.99,75,90,3.36,CA,1605234284
Mehamn,71.04,27.85,37.78,80,100,13.87,NO,1605234285
Rafai,4.95,23.92,67.69,78,51,1.97,CF,1605234286
Gannan,47.91,123.5,39.11,60,0,8.46,CN,1605234286
Kavaratti,10.57,72.64,82.74,69,4,6.17,IN,1605234286
Mahibadhoo,3.78,72.97,82.63,72,89,6.35,MV,1605234095
Honiara,-9.43,159.95,89.6,62,75,4.7,SB,1605234287
Sola,-13.88,167.55,81.05,82,97,11.25,VU,1605234288
Bella Vista,36.43,-94.23,55.4,54,75,3.36,US,1605234288
Gamba,-2.65,10.0,75.63,93,100,6.44,GA,1605234288
Nālūt,30.33,10.85,57.92,58,90,6.4,LY,1605234289
Minot,48.23,-101.3,12.2,78,1,6.93,US,1605234289
Kamaishi,39.27,141.88,46.4,70,75,2.24,JP,1605234289
Salalah,17.02,54.09,77.0,69,20,3.36,OM,1605234290
Bridlington,54.08,-0.19,50.0,87,100,12.75,GB,1605234290
Byron Bay,-28.65,153.62,71.6,73,90,4.7,AU,1605234291
Kitimat,54.05,-128.65,32.0,82,90,3.36,CA,1605234291
Kiunga,-6.12,141.29,92.84,46,75,3.02,PG,1605234220
Souillac,-20.52,57.52,69.8,94,40,6.93,MU,1605234292
Sri Aman,1.24,111.46,84.2,79,20,2.24,MY,1605234112
Bairiki Village,1.33,172.98,86.0,66,75,12.75,KI,1605234293
La Palma,33.85,-118.05,60.8,59,1,9.17,US,1605234293
Ketchikan,55.34,-131.65,42.8,100,90,11.41,US,1605234207
Innisfail,-17.53,146.03,81.7,58,2,8.72,AU,1605234294
Knysna,-34.04,23.05,60.8,67,0,3.36,ZA,1605234294
San-Pédro,4.75,-6.64,77.5,88,7,4.54,CI,1605234295
Narón,43.52,-8.15,57.99,93,0,3.36,ES,1605234295
Butembo,0.15,29.28,56.05,99,20,2.55,CD,1605234296
Lakes Entrance,-37.88,147.98,71.01,63,15,4.0,AU,1605234296
Melbu,68.5,14.83,46.99,70,100,5.01,NO,1605234296
Zhigansk,66.77,123.37,10.38,95,100,9.01,RU,1605234297
Muri,23.37,85.87,75.2,82,75,3.47,IN,1605234297
Mahuva,21.09,71.76,72.61,43,0,10.47,IN,1605234298
Ballina,-28.87,153.57,71.6,73,90,4.7,AU,1605234298
Maracaí,-22.61,-50.67,75.45,70,100,2.73,BR,1605234298
Half Moon Bay,37.46,-122.43,54.0,87,1,8.05,US,1605234299
Uenohara,35.62,139.12,61.0,55,1,2.89,JP,1605234299
Ascension,30.22,-90.9,62.01,87,1,4.61,US,1605234072
Udachny,66.42,112.4,12.2,92,90,6.71,RU,1605234300
Tazovsky,67.47,78.7,-8.3,91,41,8.5,RU,1605234300
Vila do Maio,15.13,-23.22,77.0,78,0,12.75,CV,1605234301
Bilibino,68.05,166.44,0.9,88,100,5.41,RU,1605234301
Puerto del Rosario,28.5,-13.86,68.0,88,75,4.7,ES,1605234302
Port Macquarie,-31.43,152.92,73.4,69,75,11.41,AU,1605234302
Ţahţā,26.77,31.5,66.2,59,0,8.05,EG,1605234303
Townsville,-19.25,146.8,84.99,51,40,14.99,AU,1605234303
Grootfontein,-19.57,18.12,65.35,75,100,11.3,NA,1605234304
Nizwá,22.93,57.53,62.37,45,0,0.54,OM,1605234304
Kodinsk,58.69,99.18,24.6,96,100,5.66,RU,1605234305
Goderich,43.75,-81.72,33.8,86,99,4.7,CA,1605234305
Rabaul,-4.2,152.17,84.11,71,31,6.87,PG,1605234305
Monostorpályi,47.4,21.78,42.8,100,90,1.12,HU,1605234306
Marzuq,14.4,46.47,59.68,49,79,1.19,YE,1605234306
Mizhhirya,48.52,23.51,39.65,74,100,2.53,UA,1605234307
Champerico,14.3,-91.92,69.01,97,0,4.97,GT,1605234307
Dubbo,-32.25,148.62,60.8,77,74,20.8,AU,1605234069
Sambava,-14.27,50.17,71.83,91,6,3.44,MG,1605234308
Marsá Maţrūḩ,31.35,27.25,60.8,93,40,5.82,EG,1605234308
Nakhon Phanom,17.33,104.42,80.01,57,0,3.36,TH,1605234309
Muros,42.78,-9.06,53.6,81,0,3.36,ES,1605234260
Airai,-8.93,125.41,80.38,37,90,4.18,TL,1605234309
Abū Zabad,12.35,29.25,70.47,22,0,14.0,SD,1605234310
Tekeli,44.83,78.82,28.2,95,100,1.74,KZ,1605234310
Dudinka,69.41,86.18,-9.4,83,34,20.13,RU,1605234311
Tezu,27.92,96.17,74.21,45,0,0.49,IN,1605234311
Camacha,33.08,-16.33,68.0,88,40,10.29,PT,1605234312
Qingdao,36.1,120.37,61.0,72,0,6.71,CN,1605234307
Mendi,-6.18,143.65,71.64,55,54,7.29,PG,1605234313
Altay,47.87,88.12,38.07,77,100,1.34,CN,1605234313
Aberdeen,57.14,-2.1,51.01,93,90,35.57,GB,1605234314
Paamiut,61.99,-49.67,31.15,82,95,13.2,GL,1605234250
Biała Podlaska,52.03,23.12,42.42,73,99,5.1,PL,1605234314
Dunedin,-45.87,170.5,62.01,72,0,14.0,NZ,1605234315
Ponca City,36.71,-97.09,48.2,61,1,13.87,US,1605234315
Sayhāt,26.49,50.04,73.4,83,0,8.05,SA,1605234316
Havelock,34.88,-76.9,66.99,93,40,14.99,US,1605234316
Vostok,46.49,135.88,25.02,98,100,9.26,RU,1605234316
Neufchâteau,48.35,5.7,46.4,100,90,5.12,FR,1605234317
Lithakia,37.72,20.83,53.6,87,0,2.24,GR,1605234317
Zeya,53.75,127.27,26.06,88,0,2.28,RU,1605234318
Constantine,36.37,6.61,48.2,76,20,2.24,DZ,1605234318
Várzea da Palma,-17.6,-44.73,73.29,85,100,0.78,BR,1605234319
Sinnamary,5.38,-52.95,79.72,86,91,10.18,GF,1605234319
Esso,55.93,158.7,18.16,91,91,3.76,RU,1605234319
Lima,-12.04,-77.03,64.99,82,40,12.75,PE,1605234037
Orahovac,42.4,20.65,39.99,86,75,0.38,XK,1605234320
Williams Lake,52.14,-122.14,28.4,79,90,24.16,CA,1605234321
Olinda,-8.01,-34.86,80.6,74,40,6.93,BR,1605234321
Saint Anthony,45.02,-93.22,26.01,68,90,10.29,US,1605234321
Malbork,54.04,19.03,41.0,100,100,7.9,PL,1605234322
Sawtell,-30.38,153.1,68.0,88,40,11.41,AU,1605234322
Uvinza,-5.1,30.39,64.87,89,1,1.16,TZ,1605234323
Piaçabuçu,-10.41,-36.43,76.17,83,0,11.07,BR,1605234324
Viedma,-40.81,-63.0,69.01,72,80,1.99,AR,1605234324
Havøysund,71.0,24.66,39.2,67,0,12.75,NO,1605234325
Khrystynivka,48.82,29.97,36.81,80,100,7.2,UA,1605234325
Najrān,17.49,44.13,59.0,47,0,1.5,SA,1605234326
Trelleborg,55.38,13.16,48.2,100,75,4.7,SE,1605234326
El Tigre,8.89,-64.25,77.5,81,39,10.4,VE,1605234327
Ivybridge,50.39,-3.92,55.0,90,98,8.01,GB,1605234327
Lososina,49.0,140.31,43.92,68,90,1.52,RU,1605234327
Zyryanka,65.75,150.85,-12.32,89,7,4.7,RU,1605234328
Darovskoy,58.77,47.96,28.4,98,100,2.8,RU,1605234328
Goba,7.02,39.98,43.61,69,9,4.23,ET,1605234329
Edd,13.93,41.69,78.49,56,25,6.15,ER,1605234329
Katangli,51.71,143.23,35.83,92,100,5.35,RU,1605234330
Deming,32.27,-107.76,53.6,25,1,4.7,US,1605234330
Bilma,18.69,12.92,69.17,31,0,8.81,NE,1605234331
Batavia,41.85,-88.31,46.99,70,90,5.82,US,1605234309
Ndjolé,-0.18,10.76,73.42,96,100,0.51,GA,1605234331
Anávra,39.2,22.08,55.99,93,40,1.59,GR,1605234332
Taksimo,56.34,114.88,17.01,88,44,1.07,RU,1605234325
